,Author Id,Number of Tweets Made
26369,#1381241724840800258,1
67676,#24866134,1
51316,#1584386735953563648,1
67674,#248638400,1
51317,#1584405537977876480,1
26362,#1381201973538512898,1
26359,#1381192056526172161,1
93462,#478491546,1
26354,#1381154008211984384,1
51322,#1584421640221646848,1
51324,#15844429,1
26350,#1381091451451269131,1
26348,#1381080640657924098,1
93485,#4786645250,1
93463,#478491725,1
26371,#1381254848453115904,1
93489,#47873057,1
93447,#478277685,1
26392,#1381522398961278978,1
93440,#4782373754,1
51309,#1584341495628279809,1
51311,#1584350882610675714,1
93443,#4782543493,1
26388,#1381513695847620611,1
93448,#4782911295,1
93459,#4784581215,1
93449,#4782932538,1
26383,#1381477248788652036,1
26382,#1381440933875523584,1
26377,#1381424885327536131,1
93457,#478432035,1
26372,#1381276392067723273,1
93488,#478722058,1
26347,#1381077979497832450,1
26300,#1380521671,1
26315,#1380758834109587457,1
26325,#1380844378847989760,1
93517,#47902723,1
51332,#1584531480310845440,1
26319,#1380798229260857356,1
93522,#47908916,1
67656,#2485618614,1
93531,#47914775,1
93514,#47897635,1
26310,#1380713676265549825,1
26306,#1380673416357810176,1
51342,#1584723305243807744,1
26304,#1380638056131166212,1
93538,#479231946,1
51344,#1584751224385146884,1
93515,#478982650,1
51331,#1584524673563299840,1
26346,#138107436,1
26340,#1381024258881650690,1
93492,#47874481,1
93493,#47876431,1
26343,#1381037690892607490,1
93495,#47879676,1
93496,#478802075,1
26342,#1381036154078732288,1
93499,#4788150553,1
51330,#1584518168428818432,1
26339,#1381019715833843725,1
51326,#1584474060,1
51327,#1584490686115901440,1
67664,#24860055,1
26336,#1380938275943194627,1
26332,#1380883556650602497,1
27404,#1391847295,1
51035,#158112029,1
50589,#1576820423215521793,1
50716,#1577614849919504386,1
91197,#443131645,1
28690,#1404486131874467840,1
91199,#44314038,1
91200,#44314556,1
68380,#25256871,1
91202,#44320719,1
91203,#44321051,1
28687,#1404470130671820802,1
50727,#1577744199914749952,1
28684,#1404413389149917199,1
50732,#1577795509246648320,1
50734,#1577814784380116994,1
91211,#44329407,1
28681,#1404383245,1
28675,#1404360001582354440,1
28691,#1404487328,1
28692,#1404509130023260160,1
28695,#1404549776683671552,1
50723,#1577663222,1
50719,#1577633755858178050,1
50721,#1577643103951138816,1
28712,#1404685767671115778,1
91174,#44282262,1
28711,#1404681967,1
91177,#4428603620,1
50725,#157769011,1
28697,#14045652,1
91181,#4428956532,1
28705,#1404612790350872579,1
91183,#44296484,1
91186,#44298369,1
28700,#140458700,1
50726,#1577741490528436242,1
91214,#443328404,1
28674,#1404358021157847044,1
28673,#1404357121538289667,1
91262,#4439603239,1
91253,#44376201,1
50740,#1577859289263542272,1
91255,#443866892,1
50743,#1577877728132763648,1
28609,#140357480,1
50745,#1577900207542452224,1
28598,#1403420434717048833,1
28631,#1403871771091111938,1
91266,#444015715,1
28596,#140339605,1
28594,#140333167,1
91271,#44410104,1
28590,#1403300006921076737,1
28589,#1403295438233640961,1
50736,#1577830224133136384,1
91244,#443641092,1
68373,#252530214,1
28661,#1404214076427837440,1
50735,#1577818871943528448,1
91224,#44343998,1
91226,#443470040,1
91227,#443485053,1
28664,#1404241212177977344,1
68369,#2524946018,1
28658,#1404182605,1
91243,#4436394152,1
68368,#25247831,1
68367,#2524779210,1
28653,#1404085889009995776,1
28648,#1404025123766558724,1
28643,#1403984091221938178,1
28642,#1403974863761534978,1
50717,#1577622639627075586,1
91163,#442697715,1
28363,#1401180333903593482,1
28725,#1404800151668105218,1
28810,#1405488127,1
50695,#1577472333350113282,1
50696,#15774831,1
50697,#1577492373143056384,1
91100,#441494277,1
68410,#252728494,1
28797,#1405399122329309184,1
50698,#1577501,1
28793,#1405341883119771648,1
28782,#1405242387417370624,1
68406,#25272193,1
91110,#441636324,1
50703,#1577519022228135937,1
28778,#1405165150747779096,1
91115,#441673572,1
68414,#252742234,1
28812,#1405490544499777544,1
28816,#1405566107906232327,1
50692,#1577437252841787392,1
91063,#4408955055,1
28836,#1405768879935164419,1
28833,#1405733422782316545,1
50688,#1577347263147515904,1
28828,#1405678545435648000,1
91074,#44106174,1
91076,#441093075,1
91087,#441284033,1
91077,#441116639,1
28825,#1405671382436876290,1
91079,#441137305,1
50693,#1577439900,1
28823,#140565209,1
28818,#1405594411560435713,1
28776,#1405158247,1
28773,#1405132537135960069,1
91118,#441716856,1
91153,#442572323,1
91146,#442462947,1
91147,#442496901,1
91148,#44249723,1
91149,#442520323,1
28736,#1404904033404530691,1
91152,#44256874,1
28735,#1404867826704334853,1
50711,#1577563985712320512,1
91155,#442606028,1
68393,#2526428646,1
91157,#442677627,1
68392,#25264162,1
50715,#1577605584605835264,1
28726,#1404801587432804355,1
28744,#1404979152994766850,1
28750,#1405028264150671362,1
68404,#2527044314,1
68399,#2526640278,1
28772,#1405132460703195136,1
50705,#1577533907779846145,1
28768,#1405118639838162946,1
50708,#1577550851027394560,1
91125,#44195902,1
28761,#140509787,1
28760,#140509196,1
28755,#1405059173113495552,1
91131,#4421591,1
91132,#4421765423,1
91134,#44220793,1
91136,#442262830,1
68398,#25265614,1
28756,#1405066805744336898,1
28588,#1403283130958581761,1
68355,#252449927,1
28582,#1403248555880370176,1
91281,#444335422,1
50778,#1578347300891504641,1
50779,#1578348694809845761,1
50785,#1578381498595557378,1
50786,#1578391465746538496,1
50787,#1578427848301461508,1
91427,#4473627793,1
28421,#1401788810883604481,1
68308,#25224634,1
28419,#1401760786431680514,1
28417,#1401713300270772225,1
28416,#1401711050748096516,1
50791,#1578560143477952512,1
28412,#1401695256475697152,1
91435,#44757452,1
28411,#1401669678,1
50777,#1578345296282628096,1
28427,#140184396,1
28431,#1401879578314821633,1
28449,#1402119128039583750,1
91396,#446825328,1
91397,#4468361660,1
91399,#446855863,1
91401,#44686931,1
68321,#252294199,1
28450,#1402131192434941956,1
28447,#1402100420692955146,1
91417,#447144667,1
91409,#4470568279,1
28440,#1402000732098793479,1
68319,#2522850602,1
50775,#1578333979648077824,1
68316,#252270281,1
28434,#1401889628320243716,1
68306,#2522302362,1
28408,#1401635656078594051,1
28405,#1401550314,1
50807,#1578680108897882112,1
28382,#1401359310593040384,1
50805,#1578664033917587456,1
91471,#448357782,1
28377,#1401319295976579074,1
91474,#44837323,1
28375,#140128785,1
28373,#1401267942591979520,1
50804,#1578664025944363008,1
91479,#448439920,1
68289,#2521525415,1
91481,#448453679,1
68287,#25213501,1
50809,#1578697076,1
91485,#4484973795,1
68293,#25216558,1
28386,#1401386273458118658,1
50795,#1578595742419034112,1
91450,#447952344,1
28404,#140155001,1
91444,#447733007,1
28400,#1401512907414769666,1
91447,#447810463,1
91448,#4478418799,1
50796,#1578604584528146432,1
50797,#1578605221,1
91464,#44823880,1
68301,#2522169324,1
68300,#2522164963,1
68299,#25221504,1
50798,#1578607134719500289,1
68296,#2521959200,1
50802,#1578658475319914497,1
68323,#252300175,1
28457,#1402152050889134082,1
28462,#1402162567988977665,1
28540,#1402857824967876609,1
91311,#44500884,1
91312,#44501515,1
28552,#1402933124808335368,1
28548,#1402889403224117255,1
28547,#1402885974741241856,1
50758,#1578091305024262144,1
91324,#445310225,1
50755,#1578027698295025670,1
91325,#4453188493,1
91326,#445319350,1
28529,#1402754467842301954,1
28528,#1402742620195938306,1
91330,#4453835661,1
91331,#44541222,1
28557,#1402966391372718086,1
50752,#1577977266621263872,1
91333,#44545064,1
91292,#444613569,1
68354,#25244411,1
91285,#444433037,1
28579,#1403209352253566978,1
28577,#1403195970993594373,1
91289,#444539592,1
28575,#1403186163817451523,1
28573,#1403180272795848705,1
91305,#44490900,1
68351,#25243253,1
68350,#252431123,1
91296,#4447115772,1
91297,#4447556238,1
28571,#1403164999967674369,1
28566,#1403146053075963909,1
68342,#2523946346,1
28526,#1402734333614460930,1
50767,#1578223797047631872,1
91378,#446426222,1
28478,#1402327681991991298,1
91372,#446274367,1
91373,#4463127739,1
91375,#44634625,1
50763,#1578174793102553088,1
68327,#2523300440,1
91379,#4465327946,1
50762,#1578162726580654080,1
91380,#446534685,1
91381,#446548044,1
28473,#1402232263559901186,1
28467,#1402190770463920130,1
28465,#1402176938597363713,1
28464,#1402174341001797632,1
28480,#140235625,1
50761,#1578127486109581326,1
68341,#2523933973,1
28495,#1402493878737903618,1
68340,#252392717,1
28517,#140264549,1
28514,#1402629957977657346,1
91347,#445844730,1
28503,#1402544937485307906,1
91350,#44587095,1
68336,#2523769992,1
91365,#446115804,1
68334,#2523664360,1
68333,#2523634926,1
28489,#1402424268986535938,1
91360,#446064416,1
28488,#1402423090047426560,1
28487,#1402414897506381827,1
28840,#1405791718390353924,1
91061,#44081883,1
28842,#140580370,1
90841,#43690527,1
29130,#1408378386997596160,1
50633,#1577084578283819008,1
29124,#1408356636427657218,1
90761,#435698810,1
29122,#1408323771312705541,1
90763,#43575137,1
90765,#435813466,1
29119,#1408311607860502532,1
90767,#435848231,1
29118,#1408304836181860353,1
29116,#1408280887779856386,1
90772,#435976945,1
29114,#1408266589208678404,1
29112,#140826232,1
29110,#1408243730302193666,1
29134,#1408395288767647744,1
68489,#2532796416,1
29138,#1408453665279545345,1
90734,#43534936,1
29169,#1408737721510612992,1
90726,#435143025,1
68499,#253369943,1
29165,#14086971,1
90731,#43523009,1
29164,#1408695139392843778,1
90736,#435388251,1
50630,#1577067023669940224,1
29154,#1408632229270462472,1
90741,#435483036,1
50627,#1577057358093557761,1
29146,#1408569700678651904,1
50629,#1577063267704242176,1
90749,#435577644,1
90776,#4361331149,1
29102,#1408154243643609094,1
29100,#140808370,1
29055,#1407653166,1
90817,#436582399,1
90818,#4366242672,1
29058,#1407674351499898891,1
90821,#436653865,1
29057,#1407662491023208448,1
90823,#4366813755,1
50640,#1577105847427076096,1
29062,#1407689439904555010,1
90827,#436706369,1
90831,#43677505,1
68474,#2531508140,1
90833,#43677840,1
90838,#43684691,1
29046,#1407552412068368387,1
68476,#2531570958,1
90814,#43656928,1
90782,#4361747054,1
29079,#1407937558617542659,1
90783,#436175613,1
29098,#1408071451366739974,1
29096,#14080606,1
68484,#2532278569,1
29083,#1407963776876380161,1
29082,#1407954431581167616,1
90796,#436366079,1
29063,#1407718570885271557,1
90797,#4363694656,1
90799,#43640673,1
90802,#436436539,1
68479,#2531928351,1
90810,#43652256,1
68477,#25316276,1
29170,#1408743136143183872,1
68501,#2533772036,1
90720,#43503718,1
29238,#1409359997402718210,1
29246,#1409381397127565312,1
90658,#434065844,1
90659,#434155926,1
29242,#1409370541308272641,1
50609,#1576887940357423104,1
29239,#1409362665202458624,1
29234,#1409349608434593793,1
90654,#434017031,1
90668,#4344450614,1
50614,#1576910932558520322,1
90670,#434464437,1
50617,#1576920976314732554,1
29228,#1409316132,1
29225,#14093002,1
90655,#434029043,1
29248,#1409384515705872384,1
90675,#434499442,1
90640,#433818579,1
90634,#43367351,1
90635,#433684106,1
50594,#1576849958841597954,1
90637,#433726951,1
90638,#433802394,1
29272,#1409505114998464512,1
50595,#1576851884366700544,1
50607,#1576879005474906112,1
50602,#1576873596634349569,1
90645,#433938416,1
90647,#433944869,1
29263,#1409446861862162435,1
90649,#433978689,1
68521,#253495105,1
29224,#1409299425671974920,1
90677,#434532020,1
90719,#43503599,1
29180,#1408785223681146884,1
90702,#434822666,1
68504,#2533909999,1
29193,#1408947248830980097,1
29191,#1408934352549933057,1
68503,#253384928,1
68502,#25337743,1
90712,#43495471,1
29200,#1409025351259279360,1
90713,#434976888,1
90714,#43500705,1
29179,#1408778160976457729,1
29178,#1408775716942929926,1
29176,#1408768443382263820,1
29175,#1408766845687980039,1
90701,#43477454,1
90699,#434765236,1
29220,#1409226461932830721,1
90688,#4346647460,1
90680,#43456205,1
29219,#1409212368,1
29215,#1409148252528726017,1
90683,#43459120,1
68508,#2534197051,1
29212,#1409139796853755911,1
90690,#43467835,1
29201,#1409029208119013377,1
90691,#434685844,1
29210,#1409123106615005187,1
29208,#1409104353227513857,1
50620,#1576983881097646090,1
29205,#1409035876701642756,1
29204,#140903554,1
29045,#1407552383391989761,1
29044,#140755204,1
50686,#1577336150527967232,1
90845,#436988104,1
28914,#1406527545852391425,1
68433,#2528766150,1
90983,#439339665,1
90984,#4393802173,1
28906,#1406484646666280961,1
50674,#1577273660,1
28904,#1406469099417260034,1
50675,#1577273866933522433,1
90990,#439570822,1
68430,#252868262,1
28899,#1406419152009523203,1
68427,#252833518,1
90996,#439649034,1
28892,#1406334610774970371,1
50683,#1577324275,1
28915,#1406528540,1
90979,#43917850,1
28917,#1406529604580376580,1
28930,#1406614448,1
90953,#4387254612,1
28941,#140670717,1
28938,#1406682622554624001,1
28936,#1406641624692662274,1
50669,#1577261614134218752,1
90961,#438840950,1
90964,#43887243,1
50673,#1577269204843376640,1
28929,#1406598660717121538,1
28927,#1406576372038791168,1
28925,#1406560140757671943,1
50671,#1577264588957040642,1
28919,#1406533905495203841,1
90975,#439072652,1
91004,#439767981,1
28889,#1406305915482083338,1
28887,#1406261063503413251,1
28853,#1405945304684187648,1
28856,#1405970199975768068,1
50685,#1577336062875435008,1
91038,#44054975,1
68421,#2528138283,1
91040,#440568285,1
91041,#440571440,1
28852,#1405942498359496709,1
91032,#4404603136,1
28850,#1405874355796512776,1
28849,#1405855509492666372,1
91049,#4406786179,1
28845,#1405847143097712643,1
91052,#440727425,1
91054,#440732099,1
28857,#1405971626018050049,1
28858,#1405979742956756992,1
91008,#43983410,1
91016,#4400199074,1
28885,#1406229055892955146,1
91010,#4398722292,1
28883,#1406214281872384000,1
91013,#439945157,1
28882,#1406211715721678863,1
28880,#1406203278799507456,1
91017,#44008461,1
91030,#440425763,1
91020,#440119205,1
28873,#1406127135698296832,1
91024,#440289062,1
28864,#1406043224901255170,1
28862,#1406025856049315843,1
28859,#1405979877635854336,1
50666,#1577250529293389824,1
90951,#438706004,1
28945,#140675635,1
90882,#43772194,1
29007,#1407253895504486403,1
50649,#15771424,1
90877,#4375575138,1
50654,#1577193657148805121,1
50655,#1577196796052283392,1
90880,#437652184,1
90883,#43772637,1
29010,#1407260065413931009,1
28996,#1407188179061411841,1
28994,#1407183780687712258,1
68457,#2529753920,1
28991,#140716501,1
28989,#1407148169754857472,1
90891,#43785158,1
29008,#1407254551649034245,1
29014,#14072878,1
90893,#43790111,1
29033,#1407474335262994432,1
29036,#1407508622809075716,1
29035,#1407506515552989185,1
90849,#4370584878,1
68471,#253124560,1
68468,#253023444,1
90854,#43716159,1
90856,#437221559,1
29016,#1407293524509224960,1
29025,#1407412357,1
68466,#253020313,1
90862,#437338814,1
50645,#1577125493761007616,1
90865,#43738037,1
50648,#15771386,1
28986,#1407136345772892160,1
90894,#437906339,1
50665,#1577248072156839938,1
90940,#43852983,1
90927,#438332244,1
50663,#1577236806428676099,1
90931,#43843790,1
90932,#43843882,1
90934,#4384684752,1
28957,#1406871451899072514,1
90941,#43855798,1
90920,#438236050,1
28954,#1406840984143495172,1
28953,#1406827141291855878,1
90944,#43859581,1
50664,#1577247660192722946,1
90947,#4386445392,1
68444,#25291619,1
90924,#438296735,1
90919,#4382124792,1
90895,#43793006,1
50659,#1577204244888793088,1
90896,#437937921,1
28985,#14071303,1
28983,#1407110278257381376,1
90901,#43799568,1
68455,#2529537768,1
68454,#25294132,1
28980,#1407062857842319360,1
90918,#438210286,1
90909,#43810981,1
90911,#438138296,1
68451,#2529330559,1
68450,#252932357,1
28976,#1407010315934396416,1
28972,#1406965589101334529,1
28364,#1401183876,1
68284,#2520992610,1
92387,#46356453,1
92037,#457687627,1
92079,#45827812,1
92080,#45828799,1
27741,#1395083917913321472,1
50950,#1580154091275440129,1
27738,#1395020104627150855,1
92085,#4583579172,1
50955,#1580176381,1
27732,#1394957312612204545,1
68100,#250800094,1
92091,#458462564,1
92092,#458465971,1
27728,#1394916198035320834,1
92096,#45866387,1
27726,#1394904173087379456,1
92098,#458741991,1
27743,#1395100302,1
27745,#1395141101720309763,1
92074,#458211246,1
92057,#458021277,1
92040,#457775219,1
68114,#250879470,1
27773,#1395414554,1
27768,#1395384417443454979,1
27767,#1395367100714143747,1
27765,#1395350166324932616,1
27757,#1395261031237050374,1
50948,#1580141366738554882,1
92063,#45807358,1
92064,#458073961,1
27755,#1395247649025003523,1
27752,#1395220775410364422,1
68107,#250835684,1
27750,#1395192032608481282,1
27725,#1394900933964795905,1
92100,#45884403,1
92101,#458853295,1
27698,#1394559435444424705,1
92130,#45965699,1
27708,#1394686542824751106,1
92134,#4597231934,1
92135,#459730106,1
27707,#1394677578808455170,1
27701,#1394606144417452043,1
27693,#1394542304,1
92125,#4594849938,1
27691,#1394534602014793732,1
68087,#2507280049,1
27687,#1394493279979270147,1
27686,#1394478916128055296,1
27680,#1394407878996283393,1
50970,#1580378811568476161,1
92129,#45959595,1
68095,#2507521370,1
92102,#458891238,1
92111,#459134112,1
68099,#2507881181,1
27723,#1394889619456499720,1
92107,#4590964519,1
50956,#1580194965807894528,1
27722,#1394871440973864960,1
92110,#459133925,1
27721,#1394867896199770115,1
92121,#459296404,1
27717,#1394822112905359365,1
68096,#25076024,1
27715,#1394800921423589380,1
92117,#459196231,1
27714,#1394764369846620162,1
27713,#1394735912005685249,1
92039,#45776643,1
27776,#1395501769824768001,1
68283,#25209190,1
27779,#1395532559312957440,1
68149,#2511473348,1
27876,#1396578801782558721,1
27875,#1396571202144120837,1
27874,#1396556971889680386,1
91956,#456369711,1
68148,#2511455808,1
50912,#1579755531362861056,1
27871,#1396496250166513664,1
27869,#1396450836,1
68146,#251133088,1
91968,#456482458,1
50915,#1579777363419987968,1
68141,#2510826906,1
68140,#2510746346,1
91975,#4565591712,1
68150,#2511495038,1
68151,#2511583867,1
91945,#456277048,1
27898,#1396788828224905217,1
